DataPackage,Deployments,RootFolder,File,RelativePath,DateTime,mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,exifData,favorite,mediaComments,observationID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments
,CT01,Fotos,01290005.JPG,CT01, 2025-01-29 18:48:38,101c9078-2469-478f-9c43-50fea61f6262,,,,CT01\01290005.JPG,false,,image/jpeg,,false,,1002a511-91df-437d-b334-f687ca74350e,,,,,animal,,Strix rufipes,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3355,,Concón
,CT01,Fotos,02170009.JPG,CT01, 2025-02-17 19:21:01,52a62c65-a1fb-464c-8605-6cd0f65db7a0,,,,CT01\02170009.JPG,false,,image/jpeg,,false,,bad01754-0d88-431b-a2c7-d5eaee7f97b1,,,,,animal,,Felis catus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3007,,Gato doméstico
,CT01,Fotos,02170010.JPG,CT01, 2025-02-17 19:21:02,e38ba628-bffb-4e8e-aded-c2779692eb81,,,,CT01\02170010.JPG,false,,image/jpeg,,false,,376593b8-8e01-48a7-8a84-3dbec4471a7b,,,,,animal,,Strix rufipes,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.317,,Concón
,CT01,Fotos,02260014.JPG,CT01, 2025-02-26 08:28:09,bfe50238-8c2d-42f1-9e76-235fdd140706,,,,CT01\02260014.JPG,false,,image/jpeg,,false,,90624358-6a87-4ced-9361-30247f292582,,,,,animal,,Sephanoides sephaniodes,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3125,,Picaflor
,CT01,Fotos,03260029.JPG,CT01, 2025-03-26 11:37:46,86bc901e-3026-4810-bfcb-9eae0ae138bb,,,,CT01\03260029.JPG,false,,image/jpeg,,false,,ee92c5f9-32eb-4727-93f4-ccc5223682d6,,,,,animal,,Sephanoides sephaniodes,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3754,,Picaflor
,CT01,Fotos,03260030.JPG,CT01, 2025-03-26 11:37:47,815a48ea-656c-471f-8811-c6765e195a81,,,,CT01\03260030.JPG,false,,image/jpeg,,false,,5c1de5a6-dc92-49e6-ac5a-9cf7dbea8cc3,,,,,animal,,Sephanoides sephaniodes,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.365,,Picaflor
,CT01,Fotos,03260031.JPG,CT01, 2025-03-26 11:37:47,d58fc530-d3f8-447e-a49e-40f30ddd235f,,,,CT01\03260031.JPG,false,,image/jpeg,,false,,8cb2ce44-cb85-471e-9a73-0bfc8aff5471,,,,,animal,,Sephanoides sephaniodes,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3485,,Picaflor
,CT02,Fotos,02280025.JPG,CT02, 2025-02-28 01:07:18,43bf0934-69be-41b7-9313-1d61680113ef,,,,CT02\02280025.JPG,false,,image/jpeg,,false,,44413632-2670-44e9-af5f-f2998e66ba0c,,,,,animal,,Strix rufipes,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3263,,Concón
,CT02,Fotos,02280034.JPG,CT02, 2025-02-28 13:53:53,90dcae26-38d5-4998-9434-9fef7563e999,,,,CT02\02280034.JPG,false,,image/jpeg,,false,,afad8d40-4205-40cd-b6da-3dabc2702ee4,,,,,animal,,Pteroptochos tectus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3147,,Hued hued
,CT03,Fotos,10100001.JPG,CT03, 2024-10-10 01:39:13,fecb0a57-9457-4cf9-914e-b8781cccbe24,,,,CT03\10100001.JPG,false,,image/jpeg,,false,,fa50f172-90a4-44b1-b1ac-387cac315e5e,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3339,,Guiña
,CT03,Fotos,10180013.JPG,CT03, 2024-10-18 12:22:20,483b96da-ac0c-44f7-b61d-1265e767a3b2,,,,CT03\10180013.JPG,false,,image/jpeg,,false,,5315dd33-9c0b-4675-aac2-96f5b027c652,,,,,animal,,Felis catus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3249,,Gato doméstico
,CT03,Fotos,10180014.JPG,CT03, 2024-10-18 12:22:21,1a4512a5-77fe-4291-92c8-ce2807125eb4,,,,CT03\10180014.JPG,false,,image/jpeg,,false,,6810e8d8-7635-4e44-8684-bedd3c3a446b,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3163,,Guiña
,CT03,Fotos,10200017.JPG,CT03, 2024-10-20 01:17:12,d5e11358-9300-4887-8113-a5903465d744,,,,CT03\10200017.JPG,false,,image/jpeg,,false,,e01a816e-a9f7-452a-9212-f028bdb55a2d,,,,,animal,,Puma concolor,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3207,,Puma
,CT03,Fotos,10250021.JPG,CT03, 2024-10-25 22:21:58,8ad54489-d691-4d36-ae40-6bdf3df2ad18,,,,CT03\10250021.JPG,false,,image/jpeg,,false,,ad51ba33-f7f2-4199-915d-f99a8b00c993,,,,,animal,,Puma concolor,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3064,,Puma
,CT03,Fotos,10260025.JPG,CT03, 2024-10-26 12:41:14,c3cbbc0d-c658-45a7-990a-c6ff13c6b1a3,,,,CT03\10260025.JPG,false,,image/jpeg,,false,,4dd0bf42-7bdb-40c8-b633-1f12ebdb743e,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3295,,Perro
,CT03,Fotos,10260026.JPG,CT03, 2024-10-26 12:41:15,55ca7851-2058-4e85-8481-e739c8e54b25,,,,CT03\10260026.JPG,false,,image/jpeg,,false,,8f7cae74-4bc3-40ab-aea4-c6622955266a,,,,,animal,,Milvago chimango,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.2994,,Tiuque
,CT03,Fotos,10280029.JPG,CT03, 2024-10-28 02:30:17,bc8102d3-219f-4cc8-9f24-212feaea0416,,,,CT03\10280029.JPG,false,,image/jpeg,,false,,0f36bd62-afb2-4c05-885a-e4ab19e064aa,,,,,animal,,Puma concolor,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3031,,Puma
,CT03,Fotos,11010033.JPG,CT03, 2024-11-01 03:25:50,ae0f2782-12be-476f-81e3-d34723617d0a,,,,CT03\11010033.JPG,false,,image/jpeg,,false,,60be2af3-bc88-4d5a-87f7-b284fc833505,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3229,,Guiña
,CT03,Fotos,11070037.JPG,CT03, 2024-11-07 14:12:36,1b93255a-2c01-437f-a9c8-f5fb03d7c449,,,,CT03\11070037.JPG,false,,image/jpeg,,false,,d99c3339-4e81-4c7b-9e0a-604bce96ce1f,,,,,animal,,Caracara plancus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3616,,Traro
,CT03,Fotos,11070038.JPG,CT03, 2024-11-07 14:12:37,e84b4056-69e2-4cca-8c85-0fb191685d6a,,,,CT03\11070038.JPG,false,,image/jpeg,,false,,52e709ac-2c44-4233-9dcb-a29c74c02eb5,,,,,animal,,Caracara plancus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3783,,Traro
,CT03,Fotos,11070039.JPG,CT03, 2024-11-07 14:12:38,22ad679a-2fc9-4c8a-bd61-d9b5b0d01889,,,,CT03\11070039.JPG,false,,image/jpeg,,false,,5a4146dc-fde6-4bdd-9aaa-28747c5939a3,,,,,animal,,Caracara plancus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3307,,Traro
,CT03,Fotos,11220041.JPG,CT03, 2024-11-22 01:17:53,356b4000-e004-4f54-8ab3-bdc381288fea,,,,CT03\11220041.JPG,false,,image/jpeg,,false,,615033ae-72f1-449d-aaf1-31eb440ea38f,,,,,animal,,Puma concolor,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3216,,Puma
,CT03,Fotos,11270045.JPG,CT03, 2024-11-27 00:25:26,a237fce3-ef6f-4935-a18b-73852c47cf15,,,,CT03\11270045.JPG,false,,image/jpeg,,false,,83e1b120-e8a1-4b48-ba23-f072a1eed76e,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3409,,Guiña
,CT03,Fotos,11280049.JPG,CT03, 2024-11-28 00:28:59,55e5271c-a6e4-4996-bc5f-98a5296a5972,,,,CT03\11280049.JPG,false,,image/jpeg,,false,,f86244d7-5839-4cad-9da7-aadf191e8f90,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.2945,,Zorro culpeo
,CT03,Fotos,11300053.JPG,CT03, 2024-11-30 03:48:38,bf4cbdca-6533-4515-a367-ac97cb159f55,,,,CT03\11300053.JPG,false,,image/jpeg,,false,,66ede3b2-eef4-4631-8501-df927424afb0,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.299,,Guiña
,CT03,Fotos,12080057.JPG,CT03, 2024-12-08 03:18:33,7a6a02cf-a11c-489e-bcfe-d1343b2526b7,,,,CT03\12080057.JPG,false,,image/jpeg,,false,,de5ea800-812b-43bf-a979-ae8fabecd840,,,,,animal,,Pteroptochos tectus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3126,,Hued hued
,CT03,Fotos,12130061.JPG,CT03, 2024-12-13 23:18:05,19bd4795-2848-4263-b131-f6c5f981ed67,,,,CT03\12130061.JPG,false,,image/jpeg,,false,,9fdab4db-20f3-472b-8e2e-3266604635ad,,,,,animal,,Pteroptochos tectus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3178,,Hued hued
,CT03,Fotos,12150065.JPG,CT03, 2024-12-15 01:43:58,273b0dfe-7a5b-4569-afec-552751ef055b,,,,CT03\12150065.JPG,false,,image/jpeg,,false,,9f319f5a-9853-4f03-8ba5-6a603c8d6fff,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3197,,Zorro culpeo
,CT03,Fotos,12210069.JPG,CT03, 2024-12-21 23:03:30,7b31c9e0-bbd8-4a05-bd51-fd4314264082,,,,CT03\12210069.JPG,false,,image/jpeg,,false,,19ce8b0f-e8d5-494a-adf5-4e5babfd103c,,,,,animal,,Puma concolor,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3054,,Puma
,CT03,Fotos,12250073.JPG,CT03, 2024-12-25 07:47:25,5773c76f-1834-4b09-a824-8e88afd81c36,,,,CT03\12250073.JPG,false,,image/jpeg,,false,,bfc11fe2-86e6-4cec-8226-2eecff167138,,,,,animal,,,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.2419,,No reconocible
,CT03,Fotos,01010081.JPG,CT03, 2025-01-01 00:16:08,faf30960-69a8-4a75-9998-09f947886f1f,,,,CT03\01010081.JPG,false,,image/jpeg,,false,,8b519eda-830e-4ab5-9bb5-aec22223c68b,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3004,,Zorro culpeo
,CT03,Fotos,01040085.JPG,CT03, 2025-01-04 11:07:19,a6b2a6cc-38ac-43bf-b727-af6a5d15bae6,,,,CT03\01040085.JPG,false,,image/jpeg,,false,,0e0beb19-0cd1-45f2-aca1-97067bd79378,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3266,,Perro
,CT03,Fotos,01040086.JPG,CT03, 2025-01-04 11:07:20,a70188b2-384b-43a6-871f-ad9145903e3b,,,,CT03\01040086.JPG,false,,image/jpeg,,false,,32af102a-3084-4bf2-a7a5-14ead17f0276,,,,,animal,,Cervus elaphus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3548,,Ciervo rojo
,CT03,Fotos,01040089.JPG,CT03, 2025-01-04 11:16:05,707edc79-44dc-4d28-a7d5-727367366009,,,,CT03\01040089.JPG,false,,image/jpeg,,false,,4ffc3ea3-f0cb-480a-8f11-ae1342b6f073,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3381,,Perro
,CT03,Fotos,01060093.JPG,CT03, 2025-01-06 06:01:15,fa03f0ed-a2e3-433c-8e8c-ae38fe4b6e30,,,,CT03\01060093.JPG,false,,image/jpeg,,false,,f687d8f8-06fd-46ab-8f71-66ed0333c3dc,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.327,,Guiña
,CT03,Fotos,01110097.JPG,CT03, 2025-01-11 00:41:04,c5461e0d-a614-463a-80af-dfd979607552,,,,CT03\01110097.JPG,false,,image/jpeg,,false,,95250fe7-19ac-41e2-b168-c34c6dcdcf67,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.34,,Guiña
,CT03,Fotos,01140101.JPG,CT03, 2025-01-14 04:58:05,94546cdf-2266-48e4-9728-0ab6f0e93fa6,,,,CT03\01140101.JPG,false,,image/jpeg,,false,,4f58a1e0-7354-427e-80c5-7f416da46862,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3137,,Zorro culpeo
,CT03,Fotos,01180125.JPG,CT03, 2025-01-18 22:57:46,2eef2e5b-3668-469f-b4bf-100cab2ee2f6,,,,CT03\01180125.JPG,false,,image/jpeg,,false,,af261b12-9ffa-415c-a47d-a07d8369e35d,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3313,,Guiña
,CT03,Fotos,01190129.JPG,CT03, 2025-01-19 01:50:42,b2bfc973-8f97-4c1c-bb2c-e1ebdd96f693,,,,CT03\01190129.JPG,false,,image/jpeg,,false,,e86389cc-a245-44d0-af2a-44d3623d005b,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3424,,Zorro culpeo
,CT03,Fotos,01240133.JPG,CT03, 2025-01-24 21:45:09,d2a7cf99-03c6-4de0-90a6-8c65bf3ff55d,,,,CT03\01240133.JPG,false,,image/jpeg,,false,,69f6c656-296c-49cf-8fe2-e9dc02201182,,,,,animal,,Lycalopex culpaeus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3278,,Zorro culpeo
,CT03,Fotos,02030137.JPG,CT03, 2025-02-03 06:07:57,0d2a3a68-fa78-4f95-83ee-dfd769ecd2d8,,,,CT03\02030137.JPG,false,,image/jpeg,,false,,41987311-cf1c-44ca-98d3-096aec47b20e,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3132,,Guiña
,CT03,Fotos,02060141.JPG,CT03, 2025-02-06 05:44:12,ff5873f2-57ef-483e-8573-b3d81e23c71e,,,,CT03\02060141.JPG,false,,image/jpeg,,false,,60f55791-29c8-422c-afe6-b3857425905b,,,,,animal,,Sus scrofa,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3117,,Jabali
,CT03,Fotos,02060145.JPG,CT03, 2025-02-06 23:32:55,545c4d6d-8e2e-498a-9d53-30219aa8f8f5,,,,CT03\02060145.JPG,false,,image/jpeg,,false,,9b54c678-5f6e-4938-87aa-e18c0d684117,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3229,,Guiña
,CT03,Fotos,02150149.JPG,CT03, 2025-02-15 20:40:34,26f59a83-cdf0-4e9e-9005-3007e789a893,,,,CT03\02150149.JPG,false,,image/jpeg,,false,,6ab82c24-feac-4a64-9adc-5b9534551544,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3281,,Guiña
,CT03,Fotos,02150150.JPG,CT03, 2025-02-15 20:40:34,dadaa23c-f3a1-4cab-9458-7d82d8b912eb,,,,CT03\02150150.JPG,false,,image/jpeg,,false,,bf1f07fe-b8d0-4182-9228-2ffc864e3b7d,,,,,animal,,Leopardus guigna,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3354,,Guiña
,CT03,Fotos,02150151.JPG,CT03, 2025-02-15 20:40:35,8ba88e5c-3cf2-43d9-9e41-5da0dda77587,,,,CT03\02150151.JPG,false,,image/jpeg,,false,,15f9e620-41d3-46f7-a6b1-16fffeb00350,,,,,animal,,Felis catus,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3157,,Gato doméstico
,CT03,Fotos,02160153.JPG,CT03, 2025-02-16 17:44:53,bcc8c236-efbb-46d9-be6d-acfaf8906b02,,,,CT03\02160153.JPG,false,,image/jpeg,,false,,540bf93e-4a1d-45a5-b122-76e342d39946,,,,,animal,,Canis lupus familiaris,,,,,,,,,,,,,machine,CLIP zero-shot,2026-03-25T15:05:57,0.3233,,Perro
